12,[564.7824, 71.3288,-55.658 , 63.0871],[0.3816,0.7729,0.9425,0.3538,0.566 ]
6710,[0.,0.,0.,0.],[-0.316 ,-0.474 , 0.1113,-0.61  , 0.2524]
6712,[0.,0.,0.,0.],[-0.3911, 0.5026,-1.3796,-0.9707, 0.7747]
6721,[0.,0.,0.,0.],[-0.4611,-0.902 , 0.6426,-0.5898, 0.9444]
6800,[0.,0.,0.,0.],[-10.2035,-10.4594,-10.587 ,-11.6784, -9.5062]
6801,[0.,0.,0.,0.],[-2.292 ,-3.7164,-1.1413,-3.6522,-1.9901]
6802,[0.,0.,0.,0.],[-2.8881,-1.6306,-3.9403,-4.2605,-1.4776]
6810,[0.,0.,0.,0.],[-0.3446,-0.7525,-0.0089,-1.0662, 0.6353]
6812,[0.,0.,0.,0.],[-1.1277, 0.4285,-1.5747,-1.7267, 0.1525]
6821,[0.,0.,0.,0.],[-0.3222,-1.1537,-0.1602,-0.878 , 0.6374]
6832,[0.,0.,0.,0.],[-0.0179,-0.0277,-0.068 ,-0.2342,-0.2131]
6900,[13158.8094,   17.1409,   79.9503, -264.914 ],[-6.3111e-02, 2.9922e+00, 2.9322e+00,-9.3902e-01, 1.6997e+02]
6901,[ 6.4583e+03, 4.9727e+00, 5.6967e+01,-1.3879e+02],[-0.9908,-2.959 , 2.5499,-2.4233, 1.1259]
6902,[0.,0.,0.,0.],[ 0.3215,47.5759,-0.5146,-1.1741, 2.5447]
6903,[0.,0.,0.,0.],[-0.9763,-1.5654,-1.0218,-1.2022,-0.6296]
6910,[0.,0.,0.,0.],[-0.4393,-1.7513,-0.2134,-1.296 , 2.3375]
6911,[0.,0.,0.,0.],[-0.9012,-1.746 ,-1.0076,-1.7229,-1.2968]
6912,[0.,0.,0.,0.],[ 0.6202, 6.3698,-2.0917,-0.8553, 3.8403]
6914,[0.,0.,0.,0.],[-0.9892,-0.2568,-1.6561,-0.7202,-0.4822]
6920,[0.,0.,0.,0.],[-0.3354,-0.3368,-0.0456,-0.3181,-0.3384]
6921,[0.,0.,0.,0.],[-0.3819,-1.9522, 0.7152,-1.0096, 0.5693]
6923,[0.,0.,0.,0.],[-0.3531,-1.8077, 0.3331,-0.5014,-0.9057]
6930,[0.,0.,0.,0.],[-0.4798,-0.9866,-0.594 ,-0.5304,-0.6226]
6932,[0.,0.,0.,0.],[-0.1989, 0.0694,-0.1473, 0.3718, 0.1425]
6934,[0.,0.,0.,0.],[-0.1866, 2.8451,-0.8683,-0.4267,-0.1279]
6943,[0.,0.,0.,0.],[-0.562 ,-0.5353, 0.8864,-0.2934,-0.3553]
7247,[0.,0.,0.,0.],[-0.9597,-1.0512,-0.9316,-1.0404,-0.9641]
7402,[0.,0.,0.,0.],[-1.177 ,-0.1204,-2.64  ,-2.032 ,-0.1228]
7404,[0.,0.,0.,0.],[-1.91  ,-1.2427,-2.9531,-2.12  ,-1.869 ]
7422,[0.,0.,0.,0.],[-3.0157,-2.101 ,-4.959 ,-3.5222,-0.7466]
7424,[0.,0.,0.,0.],[-3.0248,-2.2854,-3.4548,-2.8737,-3.0942]
7442,[0.,0.,0.,0.],[-2.012 ,-1.305 ,-3.2464,-2.2803,-1.8124]
7500,[0.,0.,0.,0.],[-1.3694,-1.7467,-1.4759,-2.6344, 0.2693]
7502,[0.,0.,0.,0.],[-1.9943,-0.9632,-4.1218,-3.5499,-1.198 ]
7504,[0.,0.,0.,0.],[-3.323 ,-1.771 ,-4.6309,-3.4275,-2.2305]
7522,[5922.2133,-104.347 , -92.6846, -14.9727],[-2.0376, 1.5881,-5.3471,-4.2654, 1.6991]
7524,[0.,0.,0.,0.],[-3.6419,-3.0786,-4.7153,-3.8619,-3.2718]
7534,[0.,0.,0.,0.],[-0.8149,-0.0134,-1.0415,-0.7544,-0.2695]
7536,[0.,0.,0.,0.],[-0.8422,-0.4771,-0.9675,-0.9237,-0.3905]
7542,[ 9.0858e+03,-2.1524e+02,-8.7543e+01,-6.1447e+00],[ -7.786 , -5.3742,-10.0395, -9.5856, -5.9489]
7559,[0.,0.,0.,0.],[-0.9318,-0.5486,-0.8539,-0.8824,-0.7942]
7600,[0.,0.,0.,0.],[-1.3521,-2.157 ,-1.7229,-3.0583,-0.0522]
7601,[0.,0.,0.,0.],[-1.8392,-2.6862,-0.0885,-2.281 ,-1.1118]
7602,[1493.4065,  -6.7403, -29.8883,  -9.8088],[-5.9531,-4.5294,-8.3716,-7.7467,-5.1089]
7604,[2977.4828, -18.2713, -60.1805, -17.6453],[-6.6331,-5.8683,-8.9648,-7.2844,-6.0247]
7610,[0.,0.,0.,0.],[-0.7711,-0.8203,-0.2987,-1.0997,-0.2077]
7612,[0.,0.,0.,0.],[-0.3731, 0.3753,-1.443 ,-1.1854, 0.4851]
7614,[0.,0.,0.,0.],[-0.618 ,-0.5857,-1.0808,-1.0305,-0.2461]
7622,[8871.4542, -97.6405,-170.8907, -39.4292],[-2.0943,-0.0824,-5.9472,-4.1485, 0.1773]
7624,[0.,0.,0.,0.],[-2.833 ,-2.0419,-5.2019,-3.5665,-2.1401]
7659,[0.,0.,0.,0.],[-0.6033,-0.5314,-0.7853,-0.748 ,-1.0858]
7700,[0.,0.,0.,0.],[-5.1988,-6.3416,-6.0014,-6.709 ,-3.9742]
7701,[0.,0.,0.,0.],[-2.4331,-3.2715,-0.3608,-2.5616,-1.3702]
7702,[0.,0.,0.,0.],[-7.0972,-5.3403,-9.6412,-9.1024,-6.0332]
7704,[ 1.2108e+04,-4.3017e-01,-2.5900e+02,-1.0073e+02],[-4.8279,-3.0077,-6.1588,-4.6945,-4.2772]
7710,[0.,0.,0.,0.],[-0.6473,-0.9102,-0.0964,-1.212 , 0.1556]
7712,[0.,0.,0.,0.],[-0.6681, 0.6523,-1.6676,-1.7973, 0.0983]
7714,[0.,0.,0.,0.],[-1.1658, 0.5538,-1.9109,-1.5727,-0.4204]
7800,[0.,0.,0.,0.],[-21.0401,-21.3   ,-21.0739,-22.3588,-20.5099]
7801,[0.,0.,0.,0.],[-3.165 ,-3.944 ,-1.947 ,-3.6225,-2.6686]
7802,[12102.113 ,   64.7207, -176.8197, -140.869 ],[ -9.6179, -8.1205,-11.2527,-10.7932, -8.9079]
7804,[0.,0.,0.,0.],[-0.7   ,-0.6332,-2.0165,-1.2289,-0.7597]
7810,[0.,0.,0.,0.],[-0.5867,-1.2219,-0.3521,-1.767 ,-0.55  ]
7811,[0.,0.,0.,0.],[-1.0891,-1.0148,-0.5262,-0.7933,-0.9833]
7812,[0.,0.,0.,0.],[-0.9556,-0.0357,-2.2748,-2.2401,-0.0543]
7814,[0.,0.,0.,0.],[-0.9563, 0.261 ,-2.4688,-1.3669,-1.1111]
7900,[10047.6215,   59.1636,   17.9141, -154.4226],[-4.4226,-4.4192,-4.3759,-4.7555,-3.9582]
7901,[0.,0.,0.,0.],[-1.4177,-2.7184,-0.256 ,-1.9156,-1.8616]
7902,[1481.367 ,   9.9643, -10.739 , -20.6528],[-2.208 ,-1.8657,-2.9212,-2.8415,-2.61  ]
7904,[0.,0.,0.,0.],[-0.8628,-0.5176,-1.134 ,-1.0585,-0.4167]
7910,[0.,0.,0.,0.],[-0.8202,-1.4898,-0.6145,-1.1509,-0.5028]
7911,[0.,0.,0.,0.],[-1.1311,-1.5545,-0.6243,-0.9914,-1.5157]
7912,[0.,0.,0.,0.],[-0.8345, 0.5845,-1.783 ,-1.3915, 0.8157]
7914,[0.,0.,0.,0.],[-0.301 , 1.2227,-1.8286,-0.822 ,-1.2466]
7932,[0.,0.,0.,0.],[-0.0868,-0.2352,-0.1595,-0.1248, 0.3575]
7934,[0.,0.,0.,0.],[-0.1832, 1.6344,-1.0146,-0.6031, 0.6243]
8502,[0.,0.,0.,0.],[-0.7582, 0.4833,-1.1132,-0.787 , 0.3966]
8504,[0.,0.,0.,0.],[-1.4056,-0.4724,-2.5697,-1.768 ,-1.2483]
8512,[0.,0.,0.,0.],[-1.1116, 0.3308,-1.572 ,-1.4055, 0.1408]
8514,[0.,0.,0.,0.],[-0.9675, 0.2087,-2.1104,-1.2819,-0.5651]
8600,[0.,0.,0.,0.],[-0.4417,-0.5122,-0.7122,-1.0314,-0.1546]
8602,[0.,0.,0.,0.],[-0.2955,-0.143 ,-0.9419,-0.7945,-0.2072]
8604,[0.,0.,0.,0.],[-0.66  , 0.1747,-2.2829,-1.4231,-0.8251]
8610,[0.,0.,0.,0.],[-1.2054,-1.0366,-0.4429,-1.4174,-0.712 ]
8612,[0.,0.,0.,0.],[-0.5329, 0.5432,-1.4482,-1.4858, 0.167 ]
8614,[0.,0.,0.,0.],[-0.7463, 0.5848,-2.6541,-1.5595,-0.7663]
8704,[0.,0.,0.,0.],[-0.5743, 0.3305,-1.9281,-0.6525,-0.4731]
8710,[0.,0.,0.,0.],[-1.0449,-1.2163,-0.3547,-1.358 ,-0.8329]
8712,[0.,0.,0.,0.],[-0.5366, 0.0849,-1.5405,-1.436 , 0.4721]
8714,[0.,0.,0.,0.],[-0.723 , 0.4214,-2.5777,-1.1313,-0.4808]
8810,[0.,0.,0.,0.],[-0.6943,-0.878 ,-0.6893,-1.0818,-0.5168]
8812,[0.,0.,0.,0.],[-0.2781,-0.55  ,-1.5916,-1.2502, 0.3122]
8814,[0.,0.,0.,0.],[-0.606 , 1.0094,-1.9762,-1.0203,-0.2894]
8816,[0.,0.,0.,0.],[-1.239 ,-0.871 ,-1.3746,-1.113 ,-0.8904]
8910,[0.,0.,0.,0.],[ 0.2545,-0.8475,-0.0585,-0.5042,-0.2839]
8912,[0.,0.,0.,0.],[ 0.1276, 1.3114,-0.6067,-0.653 , 0.3569]
8914,[0.,0.,0.,0.],[-0.0114, 0.8118,-1.4025,-0.9245,-0.3066]
8916,[0.,0.,0.,0.],[-0.7006,-0.9723,-1.0223,-0.551 ,-0.8487]
8932,[0.,0.,0.,0.],[-0.1922,-0.0957,-0.3521,-0.1494, 0.0799]
